date,year,short,teamnum
2006-12-30,2006,NJD,38
2006-12-30,2006,WSH,39
2006-12-30,2006,SJS,39
2006-12-30,2006,COL,38
2006-12-30,2006,MTL,38
2006-12-30,2006,OTT,40
2006-12-31,2006,CAR,41
2006-12-31,2006,CBJ,39
2006-12-31,2006,CGY,37
2006-12-31,2006,DAL,40
2006-12-31,2006,DET,38
2006-12-31,2006,MIN,39
2006-12-31,2006,PHI,38
2006-12-31,2006,CHI,38
2006-12-31,2006,EDM,38
2006-12-31,2006,SJS,40
2006-12-31,2006,LAK,41
2006-12-31,2006,ANA,41
2007-01-01,2006,BUF,39
2007-01-01,2006,NSH,40
2007-01-01,2006,OTT,41
2007-01-01,2006,TOR,41
2007-01-01,2006,WSH,40
2007-01-01,2006,NYI,38
2007-01-01,2006,COL,39
2007-01-01,2006,ATL,41
2007-01-01,2006,BOS,37
2007-01-01,2006,PHX,38
2007-01-02,2006,CGY,38
2007-01-02,2006,DET,39
2007-01-02,2006,EDM,39
2007-01-02,2006,MIN,40
2007-01-02,2006,MTL,39
2007-01-02,2006,NJD,39
2007-01-02,2006,NYI,39
2007-01-02,2006,PIT,38
2007-01-02,2006,STL,39
2007-01-02,2006,VAN,40
2007-01-02,2006,ANA,42
2007-01-02,2006,FLA,42
2007-01-02,2006,ATL,42
2007-01-02,2006,TBL,40
2007-01-02,2006,NYR,41
2007-01-02,2006,PHI,39
2007-01-02,2006,CAR,42
2007-01-02,2006,CHI,39
2007-01-03,2006,LAK,42
2007-01-03,2006,OTT,42
2007-01-03,2006,VAN,41
2007-01-03,2006,CBJ,40
2007-01-03,2006,BUF,40
2007-01-03,2006,DAL,41
2007-01-04,2006,BOS,38
2007-01-04,2006,CAR,43
2007-01-04,2006,CGY,39
2007-01-04,2006,EDM,40
2007-01-04,2006,MIN,41
2007-01-04,2006,NJD,40
2007-01-04,2006,NYR,42
2007-01-04,2006,SJS,41
2007-01-04,2006,STL,40
2007-01-04,2006,WSH,41
2007-01-04,2006,TOR,42
2007-01-04,2006,PHX,39
2007-01-04,2006,FLA,43
2007-01-04,2006,DAL,42
2007-01-04,2006,TBL,41
2007-01-04,2006,NYI,40
2007-01-04,2006,PHI,40
2007-01-04,2006,DET,40
2007-01-04,2006,CHI,40
2007-01-04,2006,MTL,40
2007-01-05,2006,ANA,43
2007-01-05,2006,ATL,43
2007-01-05,2006,BUF,41
2007-01-05,2006,CHI,41
2007-01-05,2006,COL,40
2007-01-05,2006,VAN,42
2007-01-05,2006,CBJ,41
2007-01-05,2006,PHX,40
2007-01-05,2006,PIT,39
2007-01-05,2006,NSH,41
2007-01-05,2006,TBL,42
2007-01-05,2006,EDM,41
2007-01-06,2006,BOS,39
2007-01-06,2006,CAR,44
2007-01-06,2006,CGY,40
2007-01-06,2006,LAK,43
2007-01-06,2006,MIN,42
2007-01-06,2006,MTL,41
2007-01-06,2006,NSH,42
2007-01-06,2006,OTT,43
2007-01-06,2006,SJS,42
2007-01-06,2006,TOR,43
2007-01-06,2006,WSH,42
2007-01-06,2006,PHI,41
2007-01-06,2006,NYI,41
2007-01-06,2006,DAL,43
2007-01-06,2006,DET,41
2007-01-06,2006,COL,41
2007-01-06,2006,NYR,43
2007-01-06,2006,STL,41
2007-01-06,2006,NJD,41
2007-01-06,2006,CBJ,42
2007-01-06,2006,BUF,42
2007-01-06,2006,ATL,44
2007-01-07,2006,ANA,44
2007-01-07,2006,CHI,42
2007-01-07,2006,MTL,42
2007-01-07,2006,OTT,44
2007-01-07,2006,PIT,40
2007-01-07,2006,VAN,43
2007-01-07,2006,DET,42
2007-01-07,2006,PHX,41
2007-01-07,2006,NJD,42
2007-01-07,2006,PHI,42
2007-01-07,2006,TBL,43
2007-01-07,2006,FLA,44
2007-01-08,2006,LAK,44
2007-01-08,2006,EDM,42
2007-01-09,2006,CBJ,43
2007-01-09,2006,CGY,41
2007-01-09,2006,COL,42
2007-01-09,2006,DAL,44
2007-01-09,2006,MTL,43
2007-01-09,2006,NSH,43
2007-01-09,2006,NYR,44
2007-01-09,2006,OTT,45
2007-01-09,2006,TBL,44
2007-01-09,2006,TOR,44
2007-01-09,2006,WSH,43
2007-01-09,2006,STL,42
2007-01-09,2006,MIN,43
2007-01-09,2006,DET,43
2007-01-09,2006,PHX,42
2007-01-09,2006,ATL,45
2007-01-09,2006,ANA,45
2007-01-09,2006,NYI,42
2007-01-09,2006,BOS,40
2007-01-09,2006,PIT,41
2007-01-09,2006,CAR,45
2007-01-09,2006,PHI,43
2007-01-10,2006,CHI,43
2007-01-10,2006,FLA,45
2007-01-10,2006,NJD,43
2007-01-10,2006,SJS,43
2007-01-10,2006,BUF,43
2007-01-10,2006,PIT,42
2007-01-10,2006,STL,43
2007-01-10,2006,EDM,43
2007-01-11,2006,BOS,41
2007-01-11,2006,BUF,44
2007-01-11,2006,CAR,46
2007-01-11,2006,COL,43
2007-01-11,2006,DAL,45
2007-01-11,2006,LAK,45
2007-01-11,2006,NYR,45
2007-01-11,2006,PHI,44
2007-01-11,2006,PHX,43
2007-01-11,2006,TBL,45
2007-01-11,2006,VAN,44
2007-01-11,2006,NYI,43
2007-01-11,2006,TOR,45
2007-01-11,2006,FLA,46
2007-01-11,2006,CGY,42
2007-01-11,2006,ANA,46
2007-01-11,2006,SJS,44
2007-01-11,2006,OTT,46
2007-01-11,2006,MTL,44
2007-01-11,2006,DET,44
2007-01-11,2006,WSH,44
2007-01-11,2006,MIN,44
2007-01-12,2006,EDM,44
2007-01-12,2006,NJD,44
2007-01-12,2006,NSH,44
2007-01-12,2006,MIN,45
2007-01-12,2006,ATL,46
2007-01-12,2006,CBJ,44
2007-01-13,2006,ANA,47
2007-01-13,2006,BUF,45
2007-01-13,2006,CAR,47
2007-01-13,2006,CBJ,45
2007-01-13,2006,CGY,43
2007-01-13,2006,DET,45
2007-01-13,2006,FLA,47
2007-01-13,2006,NYI,44
2007-01-13,2006,NYR,46
2007-01-13,2006,OTT,47
2007-01-13,2006,PHI,45
2007-01-13,2006,PHX,44
2007-01-13,2006,STL,44
2007-01-13,2006,TOR,46
2007-01-13,2006,COL,44
2007-01-13,2006,TBL,46
2007-01-13,2006,ATL,47
2007-01-13,2006,NSH,45
2007-01-13,2006,EDM,45
2007-01-13,2006,CHI,44
2007-01-13,2006,WSH,45
2007-01-13,2006,NJD,45
2007-01-13,2006,BOS,42
2007-01-13,2006,MTL,45
2007-01-13,2006,PIT,43
2007-01-13,2006,SJS,45
2007-01-13,2006,LAK,46
2007-01-13,2006,VAN,45
2007-01-14,2006,CHI,45
2007-01-14,2006,MIN,46
2007-01-15,2006,BOS,43
2007-01-15,2006,DAL,46
2007-01-15,2006,DET,46
2007-01-15,2006,NSH,46
2007-01-15,2006,NYI,45
2007-01-15,2006,PHX,45
2007-01-15,2006,SJS,46
2007-01-15,2006,BUF,46
2007-01-15,2006,LAK,47
2007-01-15,2006,MTL,46
2007-01-15,2006,CGY,44
2007-01-15,2006,TBL,47
2007-01-15,2006,STL,45
2007-01-15,2006,COL,45
2007-01-16,2006,ANA,48
2007-01-16,2006,ATL,48
2007-01-16,2006,CHI,46
2007-01-16,2006,FLA,48
2007-01-16,2006,MIN,47
2007-01-16,2006,MTL,47
2007-01-16,2006,NJD,46
2007-01-16,2006,OTT,48
2007-01-16,2006,PIT,44
2007-01-16,2006,TBL,48
2007-01-16,2006,STL,46
2007-01-16,2006,LAK,48
2007-01-16,2006,CBJ,46
2007-01-16,2006,CAR,48
2007-01-16,2006,EDM,46
2007-01-16,2006,VAN,46
2007-01-16,2006,NYR,47
2007-01-16,2006,WSH,46
2007-01-16,2006,NYI,46
2007-01-16,2006,TOR,47
2007-01-17,2006,BUF,47
2007-01-17,2006,COL,46
2007-01-17,2006,DAL,47
2007-01-17,2006,DET,47
2007-01-17,2006,BOS,44
2007-01-17,2006,PHX,46
2007-01-17,2006,CGY,45
2007-01-17,2006,NSH,47
2007-01-18,2006,ATL,49
2007-01-18,2006,BOS,45
2007-01-18,2006,CAR,49
2007-01-18,2006,EDM,47
2007-01-18,2006,FLA,49
2007-01-18,2006,LAK,49
2007-01-18,2006,NJD,47
2007-01-18,2006,NSH,48
2007-01-18,2006,OTT,49
2007-01-18,2006,PHI,46
2007-01-18,2006,SJS,47
2007-01-18,2006,MTL,48
2007-01-18,2006,PIT,45
2007-01-18,2006,WSH,47
2007-01-18,2006,ANA,49
2007-01-18,2006,TOR,48
2007-01-18,2006,STL,47
2007-01-18,2006,TBL,49
2007-01-18,2006,CBJ,47
2007-01-18,2006,VAN,47
2007-01-18,2006,NYI,47
2007-01-18,2006,PHX,47
2007-01-19,2006,BUF,48
2007-01-19,2006,CBJ,48
2007-01-19,2006,CGY,46
2007-01-19,2006,CHI,47
2007-01-19,2006,VAN,48
2007-01-19,2006,DET,48
2007-01-19,2006,ANA,50
2007-01-19,2006,MIN,48
2007-01-20,2006,BOS,46
2007-01-20,2006,CAR,50
2007-01-20,2006,COL,47
2007-01-20,2006,EDM,48
2007-01-20,2006,LAK,50
2007-01-20,2006,MIN,49
2007-01-20,2006,MTL,49
2007-01-20,2006,NJD,48
2007-01-20,2006,NSH,49
2007-01-20,2006,NYR,48
2007-01-20,2006,PIT,46
2007-01-20,2006,SJS,48
2007-01-20,2006,WSH,48
2007-01-20,2006,OTT,50
2007-01-20,2006,TBL,50
2007-01-20,2006,DET,49
2007-01-20,2006,CGY,47
2007-01-20,2006,PHX,48
2007-01-20,2006,DAL,48
2007-01-20,2006,BUF,49
2007-01-20,2006,PHI,47
2007-01-20,2006,CHI,48
2007-01-20,2006,ATL,50
2007-01-20,2006,TOR,49
2007-01-20,2006,STL,48
2007-01-20,2006,FLA,50
2007-01-26,2006,ATL,51
2007-01-26,2006,CAR,51
2007-01-26,2006,CBJ,49
2007-01-26,2006,CHI,49
2007-01-26,2006,COL,48
2007-01-26,2006,DAL,49
2007-01-26,2006,EDM,49
2007-01-26,2006,MIN,50
2007-01-26,2006,STL,49
2007-01-26,2006,TBL,51
2007-01-26,2006,VAN,49
2007-01-26,2006,NYI,48
2007-01-26,2006,WSH,49
2007-01-26,2006,BUF,50
2007-01-26,2006,NSH,50
2007-01-26,2006,PHX,49
2007-01-26,2006,PIT,47
2007-01-26,2006,SJS,49
2007-01-26,2006,CGY,48
2007-01-26,2006,DET,50
2007-01-26,2006,NJD,49
2007-01-26,2006,LAK,51
2007-01-27,2006,CBJ,50
2007-01-27,2006,EDM,50
2007-01-27,2006,FLA,51
2007-01-27,2006,NYI,49
2007-01-27,2006,OTT,51
2007-01-27,2006,PHI,48
2007-01-27,2006,PHX,50
2007-01-27,2006,STL,50
2007-01-27,2006,TOR,50
2007-01-27,2006,WSH,50
2007-01-27,2006,MIN,51
2007-01-27,2006,LAK,52
2007-01-27,2006,NJD,50
2007-01-27,2006,BUF,51
2007-01-27,2006,BOS,47
2007-01-27,2006,NYR,49
2007-01-27,2006,PIT,48
2007-01-27,2006,NSH,51
2007-01-27,2006,MTL,50
2007-01-27,2006,CAR,52
2007-01-28,2006,ANA,51
2007-01-28,2006,ATL,52
2007-01-28,2006,CHI,50
2007-01-28,2006,DET,51
2007-01-28,2006,VAN,50
2007-01-28,2006,DAL,50
2007-01-28,2006,PHI,49
2007-01-28,2006,CGY,49
2007-01-28,2006,COL,49
2007-01-28,2006,SJS,50
2007-01-29,2006,BOS,48
2007-01-29,2006,MTL,51
2007-01-29,2006,NYR,50
2007-01-29,2006,OTT,52
2007-01-30,2006,ATL,53
2007-01-30,2006,BUF,52
2007-01-30,2006,CAR,53
2007-01-30,2006,CGY,50
2007-01-30,2006,COL,50
2007-01-30,2006,NYI,50
2007-01-30,2006,OTT,53
2007-01-30,2006,PHI,50
2007-01-30,2006,PIT,49
2007-01-30,2006,SJS,51
2007-01-30,2006,STL,51
2007-01-30,2006,VAN,51
2007-01-30,2006,NJD,51
2007-01-30,2006,BOS,49
2007-01-30,2006,TOR,51
2007-01-30,2006,LAK,53
2007-01-30,2006,NSH,52
2007-01-30,2006,DET,52
2007-01-30,2006,WSH,51
2007-01-30,2006,TBL,52
2007-01-30,2006,FLA,52
2007-01-30,2006,DAL,51
2007-01-30,2006,MIN,52
2007-01-30,2006,CBJ,51
2007-01-31,2006,ANA,52
2007-01-31,2006,EDM,51
2007-01-31,2006,NYR,51
2007-01-31,2006,PHX,51
2007-01-31,2006,CBJ,52
2007-01-31,2006,TOR,52
2007-02-01,2006,ATL,54
2007-02-01,2006,BOS,50
2007-02-01,2006,CAR,54
2007-02-01,2006,COL,51
2007-02-01,2006,FLA,53
2007-02-01,2006,LAK,54
2007-02-01,2006,PHI,51
2007-02-01,2006,PHX,52
2007-02-01,2006,PIT,50
2007-02-01,2006,SJS,52
2007-02-01,2006,VAN,52
2007-02-01,2006,NYI,51
2007-02-01,2006,BUF,53
2007-02-01,2006,TBL,53
2007-02-01,2006,MIN,53
2007-02-01,2006,WSH,52
2007-02-01,2006,CHI,51
2007-02-01,2006,NJD,52
2007-02-01,2006,NSH,53
2007-02-01,2006,MTL,52
2007-02-01,2006,DAL,52
2007-02-01,2006,EDM,52
2007-02-02,2006,CGY,51
2007-02-02,2006,DET,53
2007-02-02,2006,CBJ,53
2007-02-02,2006,STL,52
2007-02-03,2006,ATL,55
2007-02-03,2006,CAR,55
2007-02-03,2006,CGY,52
2007-02-03,2006,COL,52
2007-02-03,2006,FLA,54
2007-02-03,2006,MTL,53
2007-02-03,2006,NJD,53
2007-02-03,2006,NSH,54
2007-02-03,2006,OTT,54
2007-02-03,2006,PHX,53
2007-02-03,2006,PIT,51
2007-02-03,2006,SJS,53
2007-02-03,2006,STL,53
2007-02-03,2006,TBL,54
2007-02-03,2006,PHI,52
2007-02-03,2006,BOS,51
2007-02-03,2006,VAN,53
2007-02-03,2006,EDM,53
2007-02-03,2006,LAK,55
2007-02-03,2006,NYI,52
2007-02-03,2006,BUF,54
2007-02-03,2006,ANA,53
2007-02-03,2006,TOR,53
2007-02-03,2006,MIN,54
2007-02-03,2006,WSH,53
2007-02-03,2006,CHI,52
2007-02-03,2006,DAL,53
2007-02-03,2006,NYR,52
2007-02-04,2006,MTL,54
2007-02-04,2006,WSH,54
2007-02-04,2006,PIT,52
2007-02-04,2006,NYI,53
2007-02-05,2006,NYR,53
2007-02-05,2006,DET,54
2007-02-06,2006,ATL,56
2007-02-06,2006,CBJ,54
2007-02-06,2006,CGY,53
2007-02-06,2006,COL,53
2007-02-06,2006,DAL,54
2007-02-06,2006,EDM,54
2007-02-06,2006,MTL,55
2007-02-06,2006,NJD,54
2007-02-06,2006,PIT,53
2007-02-06,2006,SJS,54
2007-02-06,2006,STL,54
2007-02-06,2006,TBL,55
2007-02-06,2006,WSH,55
2007-02-06,2006,BUF,55
2007-02-06,2006,PHX,54
2007-02-06,2006,CHI,53
2007-02-06,2006,FLA,55
2007-02-06,2006,MIN,55
2007-02-06,2006,VAN,54
2007-02-06,2006,CAR,56
2007-02-06,2006,NYR,54
2007-02-06,2006,NSH,55
2007-02-06,2006,ANA,54
2007-02-06,2006,TOR,54
2007-02-06,2006,LAK,56
2007-02-06,2006,BOS,52
2007-02-07,2006,ANA,55
2007-02-07,2006,BUF,56
2007-02-07,2006,DET,55
2007-02-07,2006,NYI,54
2007-02-07,2006,VAN,55
2007-02-07,2006,SJS,55
2007-02-07,2006,OTT,55
2007-02-07,2006,PHX,55
2007-02-07,2006,PHI,53
2007-02-07,2006,CHI,54
2007-02-08,2006,BOS,53
2007-02-08,2006,CBJ,55
2007-02-08,2006,COL,54
2007-02-08,2006,MIN,56
2007-02-08,2006,NJD,55
2007-02-08,2006,NSH,56
2007-02-08,2006,OTT,56
2007-02-08,2006,PHI,54
2007-02-08,2006,STL,55
2007-02-08,2006,WSH,56
2007-02-08,2006,CAR,57
2007-02-08,2006,CGY,54
2007-02-08,2006,ATL,57
2007-02-08,2006,FLA,56
2007-02-08,2006,NYI,55
2007-02-08,2006,TOR,55
2007-02-08,2006,MTL,56
2007-02-08,2006,PIT,54
2007-02-08,2006,DET,56
2007-02-08,2006,LAK,57
2007-02-09,2006,EDM,55
2007-02-09,2006,NYR,55
2007-02-09,2006,CHI,55
2007-02-09,2006,TBL,56
2007-02-10,2006,BOS,54
2007-02-10,2006,BUF,57
2007-02-10,2006,DAL,55
2007-02-10,2006,FLA,57
2007-02-10,2006,MIN,57
2007-02-10,2006,MTL,57
2007-02-10,2006,NSH,57
2007-02-10,2006,PHI,55
2007-02-10,2006,TOR,56
2007-02-10,2006,VAN,56
2007-02-10,2006,WSH,57
2007-02-10,2006,NYI,56
2007-02-10,2006,CGY,55
2007-02-10,2006,ANA,56
2007-02-10,2006,PHX,56
2007-02-10,2006,CAR,58
2007-02-10,2006,OTT,57
2007-02-10,2006,LAK,58
2007-02-10,2006,STL,56
2007-02-10,2006,PIT,55
2007-02-10,2006,ATL,58
2007-02-10,2006,NYR,56
2007-02-11,2006,CBJ,56
2007-02-11,2006,DAL,56
2007-02-11,2006,DET,57
2007-02-11,2006,EDM,56
2007-02-11,2006,NJD,56
2007-02-11,2006,CHI,56
2007-02-11,2006,COL,55
2007-02-11,2006,CGY,56
2007-02-11,2006,ATL,59
2007-02-11,2006,TBL,57
2007-02-12,2006,PHI,56
2007-02-12,2006,DET,58
2007-02-13,2006,BOS,55
2007-02-13,2006,CAR,59
2007-02-13,2006,CGY,57
2007-02-13,2006,COL,56
2007-02-13,2006,MTL,58
2007-02-13,2006,STL,57
2007-02-13,2006,TBL,58
2007-02-13,2006,TOR,57
2007-02-13,2006,EDM,57
2007-02-13,2006,LAK,59
2007-02-13,2006,ATL,60
2007-02-13,2006,ANA,57
2007-02-13,2006,FLA,58
2007-02-13,2006,SJS,56
2007-02-13,2006,PHX,57
2007-02-13,2006,NYI,57
2007-02-14,2006,CBJ,57
2007-02-14,2006,DAL,57
2007-02-14,2006,MIN,58
2007-02-14,2006,NJD,57
2007-02-14,2006,NSH,58
2007-02-14,2006,OTT,58
2007-02-14,2006,PIT,56
2007-02-14,2006,STL,58
2007-02-14,2006,DET,59
2007-02-14,2006,VAN,57
2007-02-14,2006,MTL,59
2007-02-14,2006,SJS,57
2007-02-14,2006,FLA,59
2007-02-14,2006,CHI,57
2007-02-15,2006,BUF,58
2007-02-15,2006,CAR,60
2007-02-15,2006,CGY,58
2007-02-15,2006,NYI,58
2007-02-15,2006,PHI,57
2007-02-15,2006,PHX,58
2007-02-15,2006,TBL,59
2007-02-15,2006,EDM,58
2007-02-15,2006,NYR,57
2007-02-15,2006,COL,57
2007-02-15,2006,BOS,56
2007-02-15,2006,TOR,58
2007-02-15,2006,ANA,58
2007-02-15,2006,WSH,58
2007-02-16,2006,CBJ,58
2007-02-16,2006,CHI,58
2007-02-16,2006,NJD,58
2007-02-16,2006,STL,59
2007-02-16,2006,SJS,58
2007-02-16,2006,VAN,58
2007-02-16,2006,PIT,57
2007-02-16,2006,NSH,59
2007-02-17,2006,BUF,59
2007-02-17,2006,CGY,59
2007-02-17,2006,FLA,60
2007-02-17,2006,LAK,60
2007-02-17,2006,MTL,60
2007-02-17,2006,NSH,60
2007-02-17,2006,NYI,59
2007-02-17,2006,NYR,58
2007-02-17,2006,OTT,59
2007-02-17,2006,PHX,59
2007-02-17,2006,TOR,59
2007-02-17,2006,BOS,57
2007-02-17,2006,COL,58
2007-02-17,2006,TBL,60
2007-02-17,2006,ANA,59
2007-02-17,2006,CAR,61
2007-02-17,2006,MIN,59
2007-02-17,2006,NJD,59
2007-02-17,2006,PHI,58
2007-02-17,2006,ATL,61
2007-02-17,2006,DET,60
2007-02-17,2006,EDM,59
2007-02-18,2006,ANA,60
2007-02-18,2006,CBJ,59
2007-02-18,2006,DAL,58
2007-02-18,2006,NYR,59
2007-02-18,2006,PIT,58
2007-02-18,2006,STL,60
2007-02-18,2006,VAN,59
2007-02-18,2006,LAK,61
2007-02-18,2006,MTL,61
2007-02-18,2006,SJS,59
2007-02-18,2006,CHI,59
2007-02-18,2006,WSH,59
2007-02-18,2006,MIN,60
2007-02-18,2006,COL,59
2007-02-19,2006,NSH,61
2007-02-19,2006,NYI,60
2007-02-19,2006,PHI,59
2007-02-19,2006,PHX,60
2007-02-19,2006,PIT,59
2007-02-19,2006,BOS,58
2007-02-20,2006,ANA,61
2007-02-20,2006,BUF,60
2007-02-20,2006,CAR,62
2007-02-20,2006,COL,60
2007-02-20,2006,MIN,61
2007-02-20,2006,MTL,62
2007-02-20,2006,NJD,60
2007-02-20,2006,OTT,60
2007-02-20,2006,STL,61
2007-02-20,2006,TBL,61
2007-02-20,2006,TOR,60
2007-02-20,2006,VAN,60
2007-02-20,2006,PHI,60
2007-02-20,2006,ATL,62
2007-02-20,2006,CGY,60
2007-02-20,2006,DAL,59
2007-02-20,2006,WSH,60
2007-02-20,2006,NYR,60
2007-02-20,2006,EDM,60
2007-02-20,2006,CBJ,60
2007-02-20,2006,FLA,61
2007-02-20,2006,BOS,59
2007-02-21,2006,DET,61
2007-02-21,2006,WSH,61
2007-02-21,2006,CHI,60
2007-02-21,2006,SJS,60
2007-02-22,2006,ATL,63
2007-02-22,2006,BUF,61
2007-02-22,2006,CAR,63
2007-02-22,2006,CBJ,61
2007-02-22,2006,CHI,61
2007-02-22,2006,COL,61
2007-02-22,2006,FLA,62
2007-02-22,2006,LAK,62
2007-02-22,2006,NSH,62
2007-02-22,2006,NYI,61
2007-02-22,2006,NYR,61
2007-02-22,2006,PHX,61
2007-02-22,2006,TBL,62
2007-02-22,2006,OTT,61
2007-02-22,2006,PHI,61
2007-02-22,2006,EDM,61
2007-02-22,2006,SJS,61
2007-02-22,2006,MIN,62
2007-02-22,2006,PIT,60
2007-02-22,2006,VAN,61
2007-02-22,2006,MTL,63
2007-02-22,2006,TOR,61
2007-02-22,2006,NJD,61
2007-02-22,2006,CGY,61
2007-02-23,2006,DAL,60
2007-02-23,2006,DET,62
2007-02-23,2006,TBL,63
2007-02-23,2006,ANA,62
2007-02-23,2006,EDM,62
2007-02-23,2006,BOS,60
2007-02-24,2006,ATL,64
2007-02-24,2006,CGY,62
2007-02-24,2006,FLA,63
2007-02-24,2006,LAK,63
2007-02-24,2006,NJD,62
2007-02-24,2006,NSH,63
2007-02-24,2006,NYI,62
2007-02-24,2006,NYR,62
2007-02-24,2006,OTT,62
2007-02-24,2006,PHI,62
2007-02-24,2006,CAR,64
2007-02-24,2006,SJS,62
2007-02-24,2006,BOS,61
2007-02-24,2006,COL,62
2007-02-24,2006,WSH,62
2007-02-24,2006,DET,63
2007-02-24,2006,MTL,64
2007-02-24,2006,CBJ,62
2007-02-24,2006,BUF,62
2007-02-24,2006,TOR,62
2007-02-25,2006,ANA,63
2007-02-25,2006,CBJ,63
2007-02-25,2006,CHI,62
2007-02-25,2006,DAL,61
2007-02-25,2006,MIN,63
2007-02-25,2006,TBL,64
2007-02-25,2006,WSH,63
2007-02-25,2006,COL,63
2007-02-25,2006,NSH,64
2007-02-25,2006,STL,62
2007-02-25,2006,VAN,62
2007-02-25,2006,EDM,63
2007-02-25,2006,PIT,61
2007-02-25,2006,NJD,63
2007-02-26,2006,BOS,62
2007-02-26,2006,CGY,63
2007-02-26,2006,MTL,65
2007-02-26,2006,SJS,63
2007-02-26,2006,ATL,65
2007-02-26,2006,PHX,62
2007-02-26,2006,TOR,63
2007-02-26,2006,ANA,64
2007-02-27,2006,CAR,65
2007-02-27,2006,CHI,63
2007-02-27,2006,COL,64
2007-02-27,2006,EDM,64
2007-02-27,2006,NYI,63
2007-02-27,2006,NYR,63
2007-02-27,2006,PIT,62
2007-02-27,2006,STL,63
2007-02-27,2006,TBL,65
2007-02-27,2006,TOR,64
2007-02-27,2006,WSH,64
2007-02-27,2006,OTT,63
2007-02-27,2006,DET,64
2007-02-27,2006,CBJ,64
2007-02-27,2006,PHX,63
2007-02-27,2006,PHI,63
2007-02-27,2006,MTL,66
2007-02-27,2006,NJD,64
2007-02-27,2006,VAN,63
2007-02-27,2006,DAL,62
2007-02-27,2006,BUF,63
2007-02-27,2006,FLA,64
2007-02-28,2006,CGY,64
2007-02-28,2006,OTT,64
2007-02-28,2006,SJS,64
2007-02-28,2006,MIN,64
2007-02-28,2006,CAR,66
2007-02-28,2006,NSH,65
2007-03-01,2006,BOS,63
2007-03-01,2006,CHI,64
2007-03-01,2006,EDM,65
2007-03-01,2006,FLA,65
2007-03-01,2006,LAK,64
2007-03-01,2006,NYI,64
2007-03-01,2006,NYR,64
2007-03-01,2006,VAN,64
2007-03-01,2006,WSH,65
2007-03-01,2006,PHI,64
2007-03-01,2006,COL,65
2007-03-01,2006,MIN,65
2007-03-01,2006,DAL,63
2007-03-01,2006,ANA,65
2007-03-01,2006,STL,64
2007-03-01,2006,PIT,63
2007-03-01,2006,PHX,64
2007-03-01,2006,TBL,66
2007-03-02,2006,ANA,66
2007-03-02,2006,ATL,66
2007-03-02,2006,BUF,64
2007-03-02,2006,CAR,67
2007-03-02,2006,DAL,64
2007-03-02,2006,DET,65
2007-03-02,2006,NJD,65
2007-03-02,2006,SJS,65
2007-03-02,2006,OTT,65
2007-03-02,2006,MTL,67
2007-03-02,2006,PIT,64
2007-03-02,2006,CBJ,65
2007-03-02,2006,CHI,65
2007-03-02,2006,TOR,65
2007-03-03,2006,BOS,64
2007-03-03,2006,EDM,66
2007-03-03,2006,FLA,66
2007-03-03,2006,LAK,65
2007-03-03,2006,NYR,65
2007-03-03,2006,PHX,65
2007-03-03,2006,TOR,66
2007-03-03,2006,WSH,66
2007-03-03,2006,MTL,68
2007-03-03,2006,CGY,65
2007-03-03,2006,TBL,67
2007-03-03,2006,NSH,66
2007-03-03,2006,STL,65
2007-03-03,2006,CBJ,66
2007-03-03,2006,BUF,65
2007-03-03,2006,NYI,65
2007-03-04,2006,ANA,67
2007-03-04,2006,ATL,67
2007-03-04,2006,CHI,66
2007-03-04,2006,DAL,65
2007-03-04,2006,DET,66
2007-03-04,2006,NJD,66
2007-03-04,2006,PIT,65
2007-03-04,2006,VAN,65
2007-03-04,2006,NSH,67
2007-03-04,2006,CAR,68
2007-03-04,2006,OTT,66
2007-03-04,2006,SJS,66
2007-03-04,2006,COL,66
2007-03-04,2006,BOS,65
2007-03-04,2006,PHI,65
2007-03-04,2006,MIN,66
2007-03-05,2006,NYR,66
2007-03-05,2006,NYI,66
2007-03-06,2006,ATL,68
2007-03-06,2006,BOS,66
2007-03-06,2006,CHI,67
2007-03-06,2006,DET,67
2007-03-06,2006,MIN,67
2007-03-06,2006,OTT,67
2007-03-06,2006,PHI,66
2007-03-06,2006,STL,66
2007-03-06,2006,TOR,67
2007-03-06,2006,VAN,66
2007-03-06,2006,FLA,67
2007-03-06,2006,COL,67
2007-03-06,2006,LAK,66
2007-03-06,2006,NSH,68
2007-03-06,2006,SJS,67
2007-03-06,2006,PIT,66
2007-03-06,2006,NJD,67
2007-03-06,2006,CGY,66
2007-03-06,2006,WSH,67
2007-03-06,2006,TBL,68
2007-03-07,2006,ANA,68
2007-03-07,2006,BUF,66
2007-03-07,2006,CBJ,67
2007-03-07,2006,EDM,67
2007-03-07,2006,PHX,66
2007-03-07,2006,COL,68
2007-03-07,2006,LAK,67
2007-03-07,2006,TBL,69
2007-03-08,2006,ATL,69
2007-03-08,2006,BOS,67
2007-03-08,2006,NSH,69
2007-03-08,2006,NYI,67
2007-03-08,2006,OTT,68
2007-03-08,2006,PHI,67
2007-03-08,2006,PHX,67
2007-03-08,2006,PIT,67
2007-03-08,2006,STL,67
2007-03-08,2006,MTL,69
2007-03-08,2006,MIN,68
2007-03-08,2006,CGY,67
2007-03-08,2006,NYR,67
2007-03-08,2006,TOR,68
2007-03-08,2006,FLA,68
2007-03-08,2006,VAN,67
2007-03-08,2006,NJD,68
2007-03-08,2006,DAL,66
